launch_id,date,year,month,rocket,launch_site,country,operator,mission_type,orbit,payload_mass_kg,n_payloads,launch_success,failure_mode,crewed,crew_size,booster_reused,launch_cost_m_usd,rocket_era,rocket_type
SL005897,1970-12-28,1970,12,Saturn V,Wallops Flight Facility,Other,NASA,Scientific,SSO,39047,1,1,,0,0,0,,Cold War,orbital
SL005898,2019-12-16,2019,12,Long March 3B,Tanegashima Space Center,Other,CASC,Commercial Satellite,GEO,2945,4,1,,0,0,0,72.6,Modern,orbital
SL005899,1994-03-22,1994,3,Titan II GLV,Wallops Flight Facility,USA,USAF,Defense/Intelligence,GEO,783,1,1,,0,0,0,,Cold War,orbital
SL005900,1966-04-20,1966,4,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Navigation/GPS,GEO,38,1,1,,0,0,0,,Cold War,orbital
SL005901,2019-02-21,2019,2,Safir,Svobodny / Vostochny,Other,ISA,Communications,GEO,24,1,1,,0,0,0,,Modern,orbital
SL005902,1963-03-08,1963,3,Sputnik (R-7),Plesetsk Cosmodrome,USSR,OKB-1,Scientific,SSO,184,1,0,guidance failure,0,0,0,,Cold War,orbital
SL005903,1971-04-25,1971,4,Cosmos-3M,Plesetsk Cosmodrome,USSR,PO Polyot,Navigation/GPS,MEO,258,1,1,,0,0,0,,Cold War,orbital
SL005904,2016-01-03,2016,1,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,IoT/Cubesat,SSO,972,1,1,,0,0,0,39.2,Post-Soviet,orbital
SL005905,1989-07-07,1989,7,Space Shuttle,Cape Canaveral SLC-40,USA,NASA,Weather,LEO,3743,1,1,,0,0,0,1621.6,Cold War,orbital
SL005906,2021-07-06,2021,7,Long March 2F,Wenchang Space Launch,China,CASC,Lunar,TLI,2772,1,1,,0,0,0,,Modern,crewed
SL005907,2003-04-04,2003,4,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Rideshare,SSO,171,1,1,,0,0,0,36.8,Post-Soviet,orbital
SL005908,2002-11-22,2002,11,Delta II,Cape Canaveral SLC-40,USA,Boeing,Space Station Module,ISS,955,1,1,,0,0,0,43.6,Modern,orbital
SL005909,1980-04-23,1980,4,Atlas-Centaur,Hammaguira,Other,GD,Space Telescope,LEO,815,1,1,,0,0,0,,Cold War,orbital
SL005910,1971-10-21,1971,10,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Earth Observation,GEO,168,1,1,,0,0,0,,Cold War,orbital
SL005911,2023-10-09,2023,10,Firefly Alpha,Mahia Peninsula LC-1,USA,Firefly,Defense/Intelligence,GEO,167,1,0,engine failure,0,0,0,13.2,New Space,small-sat
SL005912,1969-10-15,1969,10,Proton-K,Kapustin Yar,USSR,Khrunichev,Scientific,GEO,3882,1,1,,0,0,0,,Cold War,orbital
SL005913,1994-06-05,1994,6,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Scientific,SSO,316,1,1,,0,0,0,38.4,Post-Soviet,orbital
SL005914,1979-04-28,1979,4,Long March 2C,Jiuquan Satellite Launch,China,CASC,Scientific,LEO,681,1,1,,0,0,0,25.7,Modern,orbital
SL005915,1979-11-11,1979,11,Cosmos-3M,Kapustin Yar,USSR,PO Polyot,Communications,GTO,250,1,1,,0,0,0,,Cold War,orbital
SL005916,1999-11-12,1999,11,Scout,Vandenberg SFB SLC-4E,USA,LTV,Scientific,LEO,36,1,1,,0,0,0,,Cold War,orbital
SL005917,2016-01-23,2016,1,Minotaur IV,Cape Canaveral SLC-40,USA,Orbital ATK,Commercial Satellite,LEO,303,1,1,,0,0,0,50.1,Modern,orbital
SL005918,2015-06-13,2015,6,Soyuz-FG,Plesetsk Cosmodrome,Russia,TsSKB,Lunar,Interplanetary,758,1,1,,0,0,0,76.0,Modern,orbital
SL005919,2020-01-01,2020,1,Soyuz-2.1b,Svobodny / Vostochny,Russia,TsSKB,Military Reconnaissance,LEO,1061,1,1,,0,0,0,71.4,Modern,orbital
SL005920,1980-01-24,1980,1,Long March 2C,Jiuquan Satellite Launch,China,CASC,Earth Observation,LEO,1021,1,1,,0,0,0,23.1,Modern,orbital
SL005921,1989-10-26,1989,10,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,IoT/Cubesat,SSO,2886,1,1,,0,0,0,,Cold War,orbital
SL005922,1960-10-28,1960,10,Scout,Cape Canaveral SLC-41,USA,LTV,Scientific,SSO,35,1,0,structural failure,0,0,0,,Cold War,orbital
SL005923,2013-10-27,2013,10,Soyuz-2.1b,Baikonur Cosmodrome,Russia,TsSKB,Technology Demonstration,SSO,1275,1,1,,0,0,0,41.7,Modern,orbital
SL005924,1981-03-21,1981,3,Vanguard,Cape Canaveral SLC-40,USA,NRL,Space Station Module,LEO,1,1,0,structural failure,0,0,0,,Cold War,orbital
SL005925,1996-01-21,1996,1,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Scientific,GTO,493,1,1,,0,0,0,39.0,Post-Soviet,orbital
SL005926,1973-09-08,1973,9,Voskhod,Kapustin Yar,USSR,OKB-1,Scientific,LEO,507,1,1,,0,0,0,,Cold War,orbital
SL005927,2018-10-16,2018,10,Titan II GLV,Cape Canaveral SLC-40,USA,USAF,Technology Demonstration,LEO,967,1,1,,0,0,0,,Cold War,orbital
SL005928,2018-02-07,2018,2,Soyuz-2.1b,Baikonur Cosmodrome,Russia,TsSKB,Communications,GEO,648,1,1,,0,0,0,62.4,Modern,orbital
SL005929,2021-02-07,2021,2,Falcon 1,Wallops Flight Facility,USA,SpaceX,Space Station Resupply,ISS,94,1,1,,0,0,0,9.5,New Space,orbital
SL005930,1965-08-03,1965,8,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Technology Demonstration,SSO,781,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL005931,2024-07-26,2024,7,Long March 7,Taiyuan Satellite Launch,China,CASC,Navigation/GPS,GEO,3724,1,1,,0,0,0,45.5,Modern,orbital
SL005932,1978-04-06,1978,4,Soyuz-U,Baikonur Cosmodrome,USSR,TsSKB,Defense/Intelligence,GTO,867,1,1,,0,0,0,32.0,Cold War,orbital
SL005933,1981-09-05,1981,9,Soyuz 11A511,Baikonur Cosmodrome,USSR,OKB-1,Technology Demonstration,HEO,2335,1,1,,0,0,0,,Cold War,orbital
SL005934,1978-01-21,1978,1,Voskhod,Kapustin Yar,USSR,OKB-1,Navigation/GPS,MEO,940,1,1,,0,0,0,,Cold War,orbital
SL005935,1979-04-04,1979,4,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Defense/Intelligence,LEO,77,1,1,,0,0,0,,Cold War,orbital
SL005936,1996-03-26,1996,3,Space Shuttle,Kennedy Space Center LC-39A,USA,NASA,Navigation/GPS,MEO,7461,1,1,,0,0,0,1775.9,Cold War,orbital
SL005937,1977-10-13,1977,10,Saturn V,Kennedy Space Center LC-39A,USA,NASA,Defense/Intelligence,HEO,61354,1,1,,0,0,0,,Cold War,orbital
SL005938,1986-03-01,1986,3,Diamant,Kourou ELA-4 (Ariane 6),Europe,CNES,Earth Observation,GTO,36,1,0,structural failure,0,0,0,,Cold War,orbital
SL005939,2005-04-17,2005,4,Thor-Delta,Vandenberg SFB SLC-4E,USA,NASA,Communications,MEO,57,1,1,,0,0,0,,Cold War,orbital
SL005940,2019-11-26,2019,11,Long March 2C,Jiuquan Satellite Launch,China,CASC,Navigation/GPS,MEO,1214,1,1,,0,0,0,16.5,Modern,orbital
SL005941,2009-08-02,2009,8,Falcon 1,SpaceX Starbase (Boca Chica),USA,SpaceX,Scientific,SSO,139,1,0,structural failure,0,0,0,6.1,New Space,orbital
SL005942,1999-11-10,1999,11,H-I,Tanegashima Space Center,Japan,NASDA,IoT/Cubesat,LEO,1187,1,1,,0,0,0,,Cold War,orbital
SL005943,1971-06-28,1971,6,Soyuz 11A511,Kapustin Yar,USSR,OKB-1,Human Spaceflight,LEO,890,1,0,engine failure,1,7,0,,Cold War,orbital
SL005944,2018-08-25,2018,8,Vega,Kourou ELS (Vega),Europe,Arianespace,Space Telescope,SSO,486,1,1,,0,0,0,33.0,Modern,small-sat
SL005945,1964-10-23,1964,10,Scout,Vandenberg SFB SLC-4E,USA,LTV,Scientific,GEO,44,1,0,range safety,0,0,0,,Cold War,orbital
SL005946,1979-07-18,1979,7,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Earth Observation,LEO,1345,1,1,,0,0,0,,Cold War,orbital
SL005947,1965-01-02,1965,1,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Human Spaceflight,ISS,119,1,0,software,1,4,0,,Cold War,orbital
SL005948,2006-08-20,2006,8,H-I,Tanegashima Space Center,Japan,NASDA,Weather,GEO,1564,1,1,,0,0,0,,Cold War,orbital
SL005949,1984-09-01,1984,9,Saturn V,Vandenberg SFB SLC-4E,USA,NASA,Astronomy,GEO,24697,1,1,,0,0,0,,Cold War,orbital
SL005950,2005-12-17,2005,12,Ariane 1,Guiana Space Centre ELA-3,Europe,CNES,Lunar,Interplanetary,200,1,1,,0,0,0,,Cold War,orbital
SL005951,1983-06-16,1983,6,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Human Spaceflight,ISS,143,1,1,,1,4,0,,Cold War,orbital
SL005952,1989-05-06,1989,5,Cyclone-2,Baikonur Cosmodrome,USSR,Yuzhnoye,Space Telescope,SSO,1232,1,1,,0,0,0,,Cold War,orbital
SL005953,1989-07-02,1989,7,Ariane 4,Guiana Space Centre ELA-3,Europe,Arianespace,Astronomy,SSO,2268,1,1,,0,0,0,,Post-Cold War,orbital
SL005954,1965-01-01,1965,1,Vostok-K,Plesetsk Cosmodrome,USSR,OKB-1,Scientific,LEO,1754,1,0,guidance failure,0,0,0,,Cold War,orbital
SL005955,1988-08-07,1988,8,Soyuz-U,Plesetsk Cosmodrome,USSR,TsSKB,Rideshare,LEO,1519,1,1,,0,0,0,34.4,Cold War,orbital
SL005956,2004-12-19,2004,12,Soyuz-U,Naro Space Center,Other,TsSKB,Commercial Satellite,GEO,1096,1,1,,0,0,0,29.5,Cold War,orbital
SL005957,1995-02-01,1995,2,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Rideshare,SSO,659,1,1,,0,0,0,41.7,Post-Soviet,orbital
SL005958,1967-12-18,1967,12,Jupiter-C,SpaceX Starbase (Boca Chica),USA,Army,Earth Observation,LEO,1,1,1,,0,0,0,,Cold War,suborbital
SL005959,2006-05-12,2006,5,Proton-M,Baikonur Cosmodrome,Russia,Khrunichev,Defense/Intelligence,LEO,7810,1,1,,0,0,0,105.7,Modern,orbital
SL005960,1981-04-09,1981,4,Atlas-Centaur,Kennedy Space Center LC-39A,USA,GD,Scientific,LEO,1124,1,1,,0,0,0,,Cold War,orbital
SL005961,1961-03-05,1961,3,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Scientific,LEO,879,1,1,,0,0,0,,Cold War,orbital
SL005962,1972-10-28,1972,10,Titan III,Mahia Peninsula LC-1,USA,USAF,Scientific,GEO,4003,1,0,range safety,0,0,0,,Cold War,orbital
SL005963,1992-08-12,1992,8,Titan III,Kennedy Space Center LC-39A,USA,USAF,Military Reconnaissance,LEO,1577,1,1,,0,0,0,,Cold War,orbital
SL005964,1981-01-24,1981,1,Proton-K,Kapustin Yar,USSR,Khrunichev,Interplanetary,Interplanetary,3682,1,1,,0,0,0,,Cold War,orbital
SL005965,2009-05-13,2009,5,Proton-M,Svobodny / Vostochny,Russia,Khrunichev,IoT/Cubesat,LEO,4133,1,1,,0,0,0,84.4,Modern,orbital
SL005966,1977-03-11,1977,3,Long March 2C,Taiyuan Satellite Launch,China,CASC,Communications,LEO,784,1,1,,0,0,0,21.5,Modern,orbital
SL005967,2015-06-11,2015,6,Long March 2D,Xichang Satellite Launch,China,CASC,Scientific,GEO,330,1,1,,0,0,0,21.5,Modern,orbital
SL005968,1980-06-06,1980,6,Cyclone-2,Baikonur Cosmodrome,USSR,Yuzhnoye,Space Station Resupply,ISS,612,1,1,,0,0,0,,Cold War,orbital
SL005969,2001-10-27,2001,10,Proton-M,Baikonur Cosmodrome,Russia,Khrunichev,Space Station Module,LEO,5987,1,1,,0,0,0,100.4,Modern,orbital
SL005970,2016-03-13,2016,3,Diamant,Kourou ELS (Vega),Europe,CNES,Space Station Module,LEO,19,1,1,,0,0,0,,Cold War,orbital
SL005971,1985-11-01,1985,11,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Technology Demonstration,GEO,437,1,1,,0,0,0,,Cold War,orbital
SL005972,1965-09-28,1965,9,Vostok-K,Kapustin Yar,USSR,OKB-1,Scientific,LEO,2358,1,1,,0,0,0,,Cold War,orbital
SL005973,1994-05-18,1994,5,Ariane 4,Kourou ELS (Vega),Europe,Arianespace,Space Station Module,ISS,1226,1,1,,0,0,0,,Post-Cold War,orbital
SL005974,2024-08-23,2024,8,SLV,Satish Dhawan Space Centre,India,ISRO,Commercial Satellite,MEO,8,3,1,,0,0,0,,Cold War,orbital
SL005975,2024-04-05,2024,4,Vanguard,Cape Canaveral SLC-41,USA,NRL,Rideshare,SSO,1,4,0,structural failure,0,0,0,,Cold War,orbital
SL005976,1976-12-25,1976,12,Cyclone-2,Kapustin Yar,USSR,Yuzhnoye,Scientific,HEO,253,1,1,,0,0,0,,Cold War,orbital
SL005977,2013-06-28,2013,6,Long March 4B,Wenchang Space Launch,China,CASC,Commercial Satellite,GTO,556,1,1,,0,0,0,23.9,Modern,orbital
SL005978,1983-04-12,1983,4,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Earth Observation,LEO,404,1,1,,0,0,0,,Cold War,orbital
SL005979,1972-10-12,1972,10,Atlas-Centaur,Mahia Peninsula LC-1,USA,GD,Earth Observation,SSO,1828,1,0,structural failure,0,0,0,,Cold War,orbital
SL005980,2006-03-15,2006,3,Proton-M,Baikonur Cosmodrome,Russia,Khrunichev,Scientific,LEO,8685,1,1,,0,0,0,113.0,Modern,orbital
SL005981,1992-07-18,1992,7,ASLV,Wenchang Space Launch,Other,ISRO,IoT/Cubesat,SSO,24,1,0,software,0,0,0,,Cold War,orbital
SL005982,1995-10-10,1995,10,Ariane 4,Guiana Space Centre ELA-3,Europe,Arianespace,Lunar,Interplanetary,2089,1,0,engine failure,0,0,0,,Post-Cold War,orbital
SL005983,2018-09-16,2018,9,Kuaizhou-1A,Taiyuan Satellite Launch,China,CASIC,Commercial Satellite,GEO,103,1,1,,0,0,0,4.6,New Space,small-sat
SL005984,1983-04-18,1983,4,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Interplanetary,Interplanetary,123,1,1,,0,0,0,,Cold War,orbital
SL005985,2006-01-15,2006,1,Long March 2F,Wenchang Space Launch,China,CASC,Earth Observation,SSO,3533,1,1,,0,0,0,,Modern,crewed
SL005986,1984-06-23,1984,6,Soyuz-U,Baikonur Cosmodrome,USSR,TsSKB,Technology Demonstration,LEO,2612,1,1,,0,0,0,35.5,Cold War,orbital
SL005987,1965-12-27,1965,12,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Human Spaceflight,LEO,162,1,0,engine failure,1,3,0,,Cold War,orbital
SL005988,1985-01-09,1985,1,Proton-K,Kapustin Yar,USSR,Khrunichev,Space Telescope,GEO,4163,1,1,,0,0,0,,Cold War,orbital
SL005989,2023-08-17,2023,8,Soyuz-FG,Baikonur Cosmodrome,Russia,TsSKB,Interplanetary,TLI,1664,1,1,,0,0,0,79.0,Modern,orbital
SL005990,1991-04-13,1991,4,Juno I,Mahia Peninsula LC-1,USA,Army,Scientific,SSO,1,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL005991,1969-03-06,1969,3,Scout,Mahia Peninsula LC-1,USA,LTV,Defense/Intelligence,LEO,29,1,1,,0,0,0,,Cold War,orbital
SL005992,2008-07-13,2008,7,Titan III,Kennedy Space Center LC-39A,USA,USAF,Military Reconnaissance,SSO,1561,1,1,,0,0,0,,Cold War,orbital
SL005993,2023-02-27,2023,2,Long March 11,Xichang Satellite Launch,China,CASC,Human Spaceflight,ISS,134,1,1,,1,2,0,10.0,Modern,small-sat
SL005994,2022-08-17,2022,8,Delta IV Heavy,San Marco Platform,Other,ULA,Interplanetary,Interplanetary,5858,1,1,,0,0,0,354.6,Modern,orbital
SL005995,1997-06-10,1997,6,Pegasus XL,Cape Canaveral SLC-40,USA,Orbital Sciences,Space Station Module,ISS,64,1,1,,0,0,0,55.5,Post-Cold War,air-launch
SL005996,1985-03-12,1985,3,Soyuz-U,Baikonur Cosmodrome,USSR,TsSKB,Weather,SSO,1649,1,1,,0,0,0,44.2,Cold War,orbital
SL005997,1998-04-20,1998,4,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Earth Observation,HEO,478,1,1,,0,0,0,44.3,Post-Soviet,orbital
SL005998,2018-09-08,2018,9,Diamant,Kourou ELS (Vega),Europe,CNES,Defense/Intelligence,SSO,17,1,1,,0,0,0,,Cold War,orbital
SL005999,2020-06-20,2020,6,Falcon 1,Cape Canaveral SLC-40,USA,SpaceX,Military Reconnaissance,GEO,95,1,1,,0,0,0,7.7,New Space,orbital
SL006000,2018-08-12,2018,8,Falcon 9 FT,Cape Canaveral SLC-41,USA,SpaceX,Commercial Satellite,GEO,4216,1,1,,0,0,0,67.8,New Space,orbital
SL006001,1989-05-18,1989,5,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Navigation/GPS,MEO,369,1,1,,0,0,0,,Cold War,orbital
SL006002,1970-07-10,1970,7,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Scientific,GTO,2744,1,1,,0,0,0,,Cold War,orbital
SL006003,1997-12-15,1997,12,Saturn V,Cape Canaveral SLC-41,USA,NASA,Space Station Resupply,LEO,13196,1,1,,0,0,0,,Cold War,orbital
SL006004,1972-01-03,1972,1,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Communications,GEO,344,1,1,,0,0,0,,Cold War,orbital
SL006005,1966-04-20,1966,4,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Earth Observation,GTO,36,1,1,,0,0,0,,Cold War,orbital
SL006006,1992-05-20,1992,5,Soyuz-2.1a,Baikonur Cosmodrome,Russia,TsSKB,Navigation/GPS,MEO,1442,1,1,,0,0,0,39.3,Modern,orbital
SL006007,2005-05-15,2005,5,Soyuz-FG,Baikonur Cosmodrome,Russia,TsSKB,Commercial Satellite,GTO,818,1,1,,0,0,0,80.9,Modern,orbital
SL006008,2020-01-12,2020,1,Long March 7,Taiyuan Satellite Launch,China,CASC,Military Reconnaissance,GTO,3571,1,1,,0,0,0,64.6,Modern,orbital
SL006009,2015-11-03,2015,11,Juno I,SpaceX Starbase (Boca Chica),USA,Army,Technology Demonstration,LEO,3,1,0,guidance failure,0,0,0,,Cold War,orbital
SL006010,2020-03-20,2020,3,Falcon Heavy,Wallops Flight Facility,USA,SpaceX,Commercial Satellite,GEO,16029,4,1,,0,0,0,88.2,New Space,orbital
SL006011,2014-01-12,2014,1,Long March 1,Taiyuan Satellite Launch,China,CASC,Human Spaceflight,ISS,21,1,1,,1,4,0,,Cold War,orbital
SL006012,2010-07-06,2010,7,Proton-M,Svobodny / Vostochny,Russia,Khrunichev,Communications,GEO,5803,1,1,,0,0,0,87.6,Modern,orbital
SL006013,1961-06-14,1961,6,Vostok-K,Kapustin Yar,USSR,OKB-1,Scientific,LEO,884,1,0,structural failure,0,0,0,,Cold War,orbital
SL006014,2002-02-04,2002,2,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Communications,LEO,575,1,1,,0,0,0,42.7,Post-Soviet,orbital
SL006015,1970-05-08,1970,5,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Defense/Intelligence,LEO,2732,1,1,,0,0,0,,Cold War,orbital
SL006016,1966-11-02,1966,11,Sputnik (R-7),Plesetsk Cosmodrome,USSR,OKB-1,Scientific,GEO,69,1,1,,0,0,0,,Cold War,orbital
SL006017,1972-08-17,1972,8,Scout,SpaceX Starbase (Boca Chica),USA,LTV,Defense/Intelligence,LEO,54,1,0,engine failure,0,0,0,,Cold War,orbital
SL006018,2018-09-26,2018,9,Long March 2D,Taiyuan Satellite Launch,China,CASC,Weather,SSO,699,1,1,,0,0,0,21.5,Modern,orbital
SL006019,2013-12-21,2013,12,Delta IV Heavy,Mahia Peninsula LC-1,USA,ULA,Scientific,LEO,3298,1,1,,0,0,0,334.0,Modern,orbital
SL006020,2023-01-04,2023,1,Long March 4B,Taiyuan Satellite Launch,China,CASC,Scientific,LEO,1021,1,1,,0,0,0,27.3,Modern,orbital
SL006021,2024-05-02,2024,5,Saturn IB,Vandenberg SFB SLC-4E,USA,NASA,IoT/Cubesat,SSO,9585,14,1,,0,0,0,,Cold War,orbital
SL006022,2021-10-28,2021,10,Titan II GLV,Cape Canaveral SLC-41,USA,USAF,Space Station Module,ISS,964,1,0,engine failure,0,0,0,,Cold War,orbital
SL006023,1971-11-21,1971,11,Proton-K,Kapustin Yar,USSR,Khrunichev,Defense/Intelligence,LEO,2482,1,1,,0,0,0,,Cold War,orbital
SL006024,2021-06-26,2021,6,Antares,Vandenberg SFB SLC-4E,USA,Northrop,Human Spaceflight,LEO,849,1,1,,1,1,0,80.3,Modern,orbital
SL006025,2019-02-18,2019,2,Saturn V,Wallops Flight Facility,USA,NASA,Commercial Satellite,GEO,24296,2,1,,0,0,0,,Cold War,orbital
SL006026,2020-08-17,2020,8,Delta IV Heavy,Cape Canaveral SLC-40,USA,ULA,Lunar,TLI,9567,1,1,,0,0,0,409.9,Modern,orbital
SL006027,1972-03-19,1972,3,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Human Spaceflight,LEO,2161,1,1,,1,1,0,,Cold War,orbital
SL006028,1970-10-06,1970,10,Soyuz 11A511,Plesetsk Cosmodrome,USSR,OKB-1,Communications,GEO,1262,1,1,,0,0,0,,Cold War,orbital
SL006029,2022-01-26,2022,1,Titan IV,Cape Canaveral SLC-40,USA,Lockheed,Commercial Satellite,GTO,5067,2,1,,0,0,0,428.9,Post-Cold War,orbital
SL006030,1973-10-08,1973,10,Soyuz-U,Baikonur Cosmodrome,USSR,TsSKB,Defense/Intelligence,LEO,1124,1,1,,0,0,0,33.4,Cold War,orbital
SL006031,1984-07-20,1984,7,Vanguard,Wallops Flight Facility,USA,NRL,Navigation/GPS,MEO,1,1,1,,0,0,0,,Cold War,orbital
SL006032,1989-03-19,1989,3,Soyuz 11A511,Baikonur Cosmodrome,USSR,OKB-1,Space Station Module,ISS,877,1,1,,0,0,0,,Cold War,orbital
SL006033,1970-10-01,1970,10,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Scientific,GEO,5421,1,1,,0,0,0,,Cold War,orbital
SL006034,1962-01-02,1962,1,Atlas-Centaur,SpaceX Starbase (Boca Chica),USA,GD,Scientific,GEO,824,1,1,,0,0,0,,Cold War,orbital
SL006035,2024-08-04,2024,8,Ceres-1,Wenchang Space Launch,China,Galactic Energy,Rideshare,SSO,120,19,1,,0,0,0,,New Space,small-sat
SL006036,2021-07-01,2021,7,Delta IV Medium,Wallops Flight Facility,USA,Boeing,IoT/Cubesat,LEO,1478,23,1,,0,0,0,145.6,Modern,orbital
SL006037,2022-02-18,2022,2,H-IIA,Uchinoura Space Center,Japan,JAXA,Rideshare,LEO,1812,11,1,,0,0,0,90.5,Modern,orbital
SL006038,1980-09-23,1980,9,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Astronomy,SSO,855,1,1,,0,0,0,,Cold War,orbital
SL006039,1976-11-24,1976,11,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Defense/Intelligence,SSO,630,1,1,,0,0,0,,Cold War,orbital
SL006040,1987-10-17,1987,10,Diamant,Guiana Space Centre ELA-3,Europe,CNES,Technology Demonstration,LEO,15,1,0,engine failure,0,0,0,,Cold War,orbital
SL006041,1989-11-03,1989,11,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Weather,LEO,702,1,1,,0,0,0,,Cold War,orbital
SL006042,1960-12-17,1960,12,Thor-Delta,Cape Canaveral SLC-41,USA,NASA,Scientific,GEO,42,1,0,engine failure,0,0,0,,Cold War,orbital
SL006043,2015-11-20,2015,11,Epsilon,Tanegashima Space Center,Japan,JAXA,Astronomy,LEO,129,1,1,,0,0,0,38.7,Modern,small-sat
SL006044,2024-07-03,2024,7,Saturn IB,Kennedy Space Center LC-39A,USA,NASA,Scientific,LEO,3600,1,1,,0,0,0,,Cold War,orbital
SL006045,1994-02-18,1994,2,Diamant,Kourou ELS (Vega),Europe,CNES,Human Spaceflight,LEO,11,1,0,fairing failure,1,3,0,,Cold War,orbital
SL006046,1985-01-17,1985,1,Lambda 4S,Uchinoura Space Center,Japan,ISAS,Astronomy,LEO,12,1,1,,0,0,0,,Cold War,orbital
SL006047,1986-12-16,1986,12,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Commercial Satellite,GEO,619,1,1,,0,0,0,,Cold War,orbital
SL006048,1968-03-18,1968,3,Soyuz 11A511,Baikonur Cosmodrome,USSR,OKB-1,Earth Observation,SSO,2184,1,1,,0,0,0,,Cold War,orbital
SL006049,1979-12-19,1979,12,Vanguard,Kennedy Space Center LC-39A,USA,NRL,Defense/Intelligence,GTO,1,1,1,,0,0,0,,Cold War,orbital
SL006050,1992-09-14,1992,9,Ariane 4,Kourou ELS (Vega),Europe,Arianespace,Human Spaceflight,LEO,1280,1,1,,1,6,0,,Post-Cold War,orbital
SL006051,1988-04-27,1988,4,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Space Telescope,LEO,702,1,1,,0,0,0,,Cold War,orbital
SL006052,1995-10-23,1995,10,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Communications,GEO,619,1,1,,0,0,0,50.7,Post-Soviet,orbital
SL006053,2019-05-01,2019,5,Soyuz-FG,Svobodny / Vostochny,Russia,TsSKB,Rideshare,SSO,1970,55,1,,0,0,0,103.8,Modern,orbital
SL006054,1976-11-08,1976,11,Vostok-K,Plesetsk Cosmodrome,USSR,OKB-1,Earth Observation,HEO,663,1,0,guidance failure,0,0,0,,Cold War,orbital
SL006055,1963-07-19,1963,7,Thor-Delta,Kennedy Space Center LC-39A,USA,NASA,Technology Demonstration,GEO,33,1,1,,0,0,0,,Cold War,orbital
SL006056,1964-03-13,1964,3,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Human Spaceflight,LEO,2213,1,0,fairing failure,1,2,0,,Cold War,orbital
SL006057,1971-05-20,1971,5,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Earth Observation,LEO,478,1,1,,0,0,0,,Cold War,orbital
SL006058,1997-10-20,1997,10,Diamant,Kourou ELA-4 (Ariane 6),Europe,CNES,Human Spaceflight,LEO,28,1,1,,1,7,0,,Cold War,orbital
SL006059,2017-06-07,2017,6,Delta IV Medium,SpaceX Starbase (Boca Chica),USA,Boeing,Technology Demonstration,HEO,2000,1,1,,0,0,0,154.7,Modern,orbital
SL006060,2021-08-27,2021,8,Ceres-1,Wenchang Space Launch,China,Galactic Energy,Rideshare,LEO,61,13,1,,0,0,0,,New Space,small-sat
SL006061,2003-04-15,2003,4,Juno I,SpaceX Starbase (Boca Chica),USA,Army,Space Station Module,ISS,2,1,1,,0,0,0,,Cold War,orbital
SL006062,1986-01-24,1986,1,Long March 2C,Xichang Satellite Launch,China,CASC,Space Station Module,ISS,438,1,1,,0,0,0,19.6,Modern,orbital
SL006063,1972-08-25,1972,8,Cosmos-3M,Plesetsk Cosmodrome,USSR,PO Polyot,Navigation/GPS,MEO,238,1,1,,0,0,0,,Cold War,orbital
SL006064,1986-02-26,1986,2,Saturn V,Vandenberg SFB SLC-4E,USA,NASA,Space Station Module,ISS,20214,1,1,,0,0,0,,Cold War,orbital
